Intermittent Linux mochitest TEST-UNEXPECTED-FAIL | Shutdown | Exited with code -6 during test run (*** glibc detected *** /home/cltbld/talos-slave/test/build/application/firefox/firefox: free(): invalid pointer: 0x00007fd3fc315c88 ***)
https://tbpl.mozilla.org/php/getParsedLog.php?id=20493711&full=1&branch=mozilla-inbound

Rev3 Fedora 12x64 mozilla-inbound debug test mochitest-2 on 2013-03-09 11:45:18 PST for push 9e6232e86000
slave: talos-r3-fed64-020

12:11:12     INFO -  --DOMWINDOW == 1 (0x3103418) [serial = 5] [outer = (nil)] [url = resource://gre-resources/hiddenWindow.html]
12:11:12     INFO -  --DOMWINDOW == 0 (0x30d0a58) [serial = 4] [outer = (nil)] [url = about:blank]
12:11:12     INFO -  [Parent 2276] WARNING: not an nsIRDFRemoteDataSource: 'remote != nullptr', file ../../../../rdf/datasource/src/nsLocalStore.cpp, line 279
12:11:13     INFO -  [Parent 2276] WARNING: NS_ENSURE_TRUE(compMgr) failed: file nsComponentManagerUtils.cpp, line 58
12:11:14     INFO -  *** glibc detected *** /home/cltbld/talos-slave/test/build/application/firefox/firefox: free(): invalid pointer: 0x00007fd3fc315c88 ***
12:11:14     INFO -  ======= Backtrace: =========
12:11:14     INFO -  /lib64/libc.so.6[0x34d2e74576]
12:11:14     INFO -  /home/cltbld/talos-slave/test/build/application/firefox/libxul.so(+0x806f22)[0x7fd448458f22]
12:11:14     INFO -  /home/cltbld/talos-slave/test/build/application/firefox/libxul.so(+0x1a7bd03)[0x7fd4496cdd03]
12:11:14     INFO -  /home/cltbld/talos-slave/test/build/application/firefox/libxul.so(+0x1a7bd3d)[0x7fd4496cdd3d]
12:11:14     INFO -  /home/cltbld/talos-slave/test/build/application/firefox/libplds4.so(PL_HashTableDestroy+0x71)[0x7fd44ce79861]
12:11:14     INFO -  /home/cltbld/talos-slave/test/build/application/firefox/libxul.so(+0x1ac893c)[0x7fd44971a93c]
12:11:14     INFO -  /home/cltbld/talos-slave/test/build/application/firefox/libxul.so(+0x1ac8965)[0x7fd44971a965]
12:11:14     INFO -  /home/cltbld/talos-slave/test/build/application/firefox/libxul.so(+0x1ac9de5)[0x7fd44971bde5]
12:11:14     INFO -  /home/cltbld/talos-slave/test/build/application/firefox/firefox[0x40287b]
12:11:14     INFO -  /lib64/libc.so.6(__libc_start_main+0xfd)[0x34d2e1eb1d]
12:11:14     INFO -  /home/cltbld/talos-slave/test/build/application/firefox/firefox[0x401d29]
12:11:14     INFO -  ======= Memory map: ========
12:11:14     INFO -  00400000-00415000 r-xp 00000000 fd:00 1320850                            /home/cltbld/talos-slave/test/build/application/firefox/firefox
12:11:14     INFO -  00614000-00615000 rw-p 00014000 fd:00 1320850                            /home/cltbld/talos-slave/test/build/application/firefox/firefox
12:11:14     INFO -  01bf2000-1a87d000 rw-p 00000000 00:00 0                                  [heap]
12:11:14     INFO -  41c62000-41c64000 rwxp 00000000 00:10 2711                               /dev/zero
12:11:14     INFO -  34d2800000-34d281e000 r-xp 00000000 fd:00 675                            /lib64/ld-2.11.so
12:11:14     INFO -  34d2a1d000-34d2a1e000 r--p 0001d000 fd:00 675                            /lib64/ld-2.11.so
12:11:14     INFO -  34d2a1e000-34d2a1f000 rw-p 0001e000 fd:00 675                            /lib64/ld-2.11.so
12:11:14     INFO -  34d2a1f000-34d2a20000 rw-p 00000000 00:00 0
12:11:14     INFO -  34d2c00000-34d2c01000 r-xp 00000000 fd:00 193158                         /usr/lib64/nvidia/tls/libnvidia-tls.so.190.42
12:11:14     INFO -  34d2c01000-34d2d01000 ---p 00001000 fd:00 193158                         /usr/lib64/nvidia/tls/libnvidia-tls.so.190.42
12:11:14     INFO -  34d2d01000-34d2d02000 rw-p 00001000 fd:00 193158                         /usr/lib64/nvidia/tls/libnvidia-tls.so.190.42
12:11:14     INFO -  34d2e00000-34d2f6f000 r-xp 00000000 fd:00 677                            /lib64/libc-2.11.so
12:11:14     INFO -  34d2f6f000-34d316e000 ---p 0016f000 fd:00 677                            /lib64/libc-2.11.so
12:11:14     INFO -  34d316e000-34d3172000 r--p 0016e000 fd:00 677                            /lib64/libc-2.11.so
12:11:14     INFO -  34d3172000-34d3173000 rw-p 00172000 fd:00 677                            /lib64/libc-2.11.so
12:11:14     INFO -  34d3173000-34d3178000 rw-p 00000000 00:00 0
12:11:14     INFO -  34d3200000-34d3202000 r-xp 00000000 fd:00 683                            /lib64/libdl-2.11.so
12:11:14     INFO -  34d3202000-34d3402000 ---p 00002000 fd:00 683                            /lib64/libdl-2.11.so
12:11:14     INFO -  34d3402000-34d3403000 r--p 00002000 fd:00 683                            /lib64/libdl-2.11.so
12:11:14     INFO -  34d3403000-34d3404000 rw-p 00003000 fd:00 683                            /lib64/libdl-2.11.so
12:11:14     INFO -  34d3600000-34d3617000 r-xp 00000000 fd:00 678                            /lib64/libpthread-2.11.so
12:11:14     INFO -  34d3617000-34d3816000 ---p 00017000 fd:00 678                            /lib64/libpthread-2.11.so
12:11:14     INFO -  34d3816000-34d3817000 r--p 00016000 fd:00 678                            /lib64/libpthread-2.11.so
12:11:14     INFO -  34d3817000-34d3818000 rw-p 00017000 fd:00 678                            /lib64/libpthread-2.11.so
12:11:14     INFO -  34d3818000-34d381c000 rw-p 00000000 00:00 0
12:11:14     INFO -  34d3a00000-34d3a07000 r-xp 00000000 fd:00 679                            /lib64/librt-2.11.so
12:11:14     INFO -  34d3a07000-34d3c06000 ---p 00007000 fd:00 679                            /lib64/librt-2.11.so
12:11:14     INFO -  34d3c06000-34d3c07000 r--p 00006000 fd:00 679                            /lib64/librt-2.11.so
12:11:14     INFO -  34d3c07000-34d3c08000 rw-p 00007000 fd:00 679                            /lib64/librt-2.11.so
12:11:14     INFO -  34d3e00000-34d3e83000 r-xp 00000000 fd:00 808                            /lib64/libm-2.11.so
12:11:14     INFO -  34d3e83000-34d4082000 ---p 00083000 fd:00 808                            /lib64/libm-2.11.so
12:11:14     INFO -  34d4082000-34d4083000 r--p 00082000 fd:00 808                            /lib64/libm-2.11.so
12:11:14     INFO -  34d4083000-34d4084000 rw-p 00083000 fd:00 808                            /lib64/libm-2.11.so
12:11:14     INFO -  34d4200000-34d4215000 r-xp 00000000 fd:00 813                            /lib64/libz.so.1.2.3
12:11:14     INFO -  34d4215000-34d4414000 ---p 00015000 fd:00 813                            /lib64/libz.so.1.2.3
12:11:14     INFO -  34d4414000-34d4415000 rw-p 00014000 fd:00 813                            /lib64/libz.so.1.2.3
12:11:14     INFO -  34d4600000-34d461c000 r-xp 00000000 fd:00 687                            /lib64/libselinux.so.1
12:11:14     INFO -  34d461c000-34d481b000 ---p 0001c000 fd:00 687                            /lib64/libselinux.so.1
12:11:14     INFO -  34d481b000-34d481c000 r--p 0001b000 fd:00 687                            /lib64/libselinux.so.1
12:11:14     INFO -  34d481c000-34d481d000 rw-p 0001c000 fd:00 687                            /lib64/libselinux.so.1
12:11:14     INFO -  34d481d000-34d481e000 rw-p 00000000 00:00 0
12:11:14     INFO -  34d4a00000-34d4ae4000 r-xp 00000000 fd:00 680                            /lib64/libglib-2.0.so.0.2200.2
12:11:14     INFO -  34d4ae4000-34d4ce4000 ---p 000e4000 fd:00 680                            /lib64/libglib-2.0.so.0.2200.2
12:11:14     INFO -  34d4ce4000-34d4ce5000 rw-p 000e4000 fd:00 680                            /lib64/libglib-2.0.so.0.2200.2
12:11:14     INFO -  34d4ce5000-34d4ce6000 rw-p 00000000 00:00 0
12:11:14     INFO -  34d4e00000-34d4e43000 r-xp 00000000 fd:00 682                            /lib64/libgobject-2.0.so.0.2200.2
12:11:14     INFO -  34d4e43000-34d5043000 ---p 00043000 fd:00 682                            /lib64/libgobject-2.0.so.0.2200.2
12:11:14     INFO -  34d5043000-34d5045000 rw-p 00043000 fd:00 682                            /lib64/libgobject-2.0.so.0.2200.2
12:11:14     INFO -  34d5200000-34d5215000 r-xp 00000000 fd:00 686                            /lib64/libresolv-2.11.so
12:11:14     INFO -  34d5215000-34d5415000 ---p 00015000 fd:00 686                            /lib64/libresolv-2.11.so
12:11:14     INFO -  34d5415000-34d5416000 r--p 00015000 fd:00 686                            /lib64/libresolv-2.11.so
12:11:14     INFO -  34d5416000-34d5417000 rw-p 00016000 fd:00 686                            /lib64/libresolv-2.11.so
